Ticker,Company Name,Exchange ,Sector,Industry,CEO,Issue Type
VMO,Invesco Municipal Opportunity Trust,New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
VKQ,Invesco Municipal Trust,New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
VPV,Invesco Pennsylvania Value Municipal Income Trust (DE),New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
IVZ,Invesco Ltd,New York Stock Exchange,Financial Services,Asset Management,Martin L. Flanagan,cs
IQI,Invesco Quality Municipal Income Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
VVR,Invesco Senior Income Trust (DE),New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
VTN,Invesco Trust for Investment Grade New York Municipals,New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
VGM,Invesco Trust for Investment Grade Municipals (DE),New York Stock Exchange,Financial Services,Asset Management,Sheri Morris,cs
IIM,Invesco Value Municipal Income Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
ITG,Investment Technology Group Inc.,New York Stock Exchange,Financial Services,Brokers & Exchanges,Francis J. Troise,cs
IRET,Investors Real Estate Trust Shares of Beneficial Interest,New York Stock Exchange,Real Estate,REITs,,cs
NVTA,Invitae Corporation,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,Sean E. George,cs
INVH,Invitation Homes Inc.,New York Stock Exchange,Real Estate,REITs,Frederick C. Tuomi,cs
IO,Ion Geophysical Corporation,New York Stock Exchange,Energy,Oil & Gas - Services,R. Brian Hanson,cs
IQV,IQVIA Holdings Inc.,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,Ari Bousbib,cs
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,New York Stock Exchange,Industrials,Business Services,William L. Meaney,cs
IRS,IRSA Inversiones Y Representaciones S.A.,New York Stock Exchange,Real Estate,Real Estate Services,Eduardo Sergio Elsztain,cs
ICL,Israel Chemicals Limited,New York Stock Exchange,Basic Materials,Agriculture,Asher Grinbaum,cs
STAR,iStar Inc.,New York Stock Exchange,Real Estate,REITs,Jay Sugarman,cs
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),New York Stock Exchange,Financial Services,Banks,Milton Filho Maluhy,cs
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),New York Stock Exchange,Financial Services,Banks,Candido Botelho Bracher,cs
ITT,ITT Inc.,New York Stock Exchange,Industrials,Industrial Products,Denise L. Ramos,cs
IVH,Ivy High Income Opportunities Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,Philip J. Sanders,cs
JPM,JP Morgan Chase & Co.,New York Stock Exchange,Financial Services,Banks,James S. Dimon,cs
JAX,J. Alexander's Holdings Inc.,New York Stock Exchange,Consumer Cyclical,Restaurants,Lonnie J. Stout,cs
JILL,J. Jill Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Paula Bennett,cs
JCP,J.C. Penney Company Inc. Holding Company,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Marvin R. Ellison,cs
SJM,J.M. Smucker Company (The),New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,,cs
JBL,Jabil Inc.,New York Stock Exchange,Technology,Computer Hardware,,cs
JEC,Jacobs Engineering Group Inc.,New York Stock Exchange,Industrials,Engineering & Construction,Steven J. Demetriou,cs
JAG,Jagged Peak Energy Inc.,New York Stock Exchange,Energy,Oil & Gas - E&P,James J. Kleckner,cs
JHX,James Hardie Industries plc American Depositary Shares (Ireland),New York Stock Exchange,Basic Materials,Building Materials,Louis Gries,cs
JHG,Janus Henderson Group plc,New York Stock Exchange,Financial Services,Asset Management,Richard Weil / Andrew James Formica,cs
JOF,Japan Smaller Capitalization Fund Inc,New York Stock Exchange,Financial Services,Asset Management,,cs
JBGS,JBG SMITH Properties,New York Stock Exchange,Real Estate,REITs,W. Matthew Kelly,cs
JEF,Jefferies Financial Group Inc.,New York Stock Exchange,Financial Services,Asset Management,Richard B. Handler,cs
JELD,JELD-WEN Holding Inc.,New York Stock Exchange,Basic Materials,Building Materials,Kirk S. Hachigian,cs
JCAP,Jernigan Capital Inc.,New York Stock Exchange,Real Estate,REITs,Dean Jernigan,cs
JT,Jianpu Technology Inc. American depositary shares each two representing five Class A,New York Stock Exchange,Technology,Online Media,Daqing Ye,cs
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4),New York Stock Exchange,Technology,Semiconductors,Kangping Chen,cs
JMP,JMP Group LLC,New York Stock Exchange,Financial Services,Brokers & Exchanges,,cs
JMPB,JMP Group Inc 8.00% Senior Notes due 2023,New York Stock Exchange,Financial Services,Brokers & Exchanges,,
JMPD,JMP Group LLC 7.25% Senior Notes due 2027,New York Stock Exchange,,,,
JBT,John Bean Technologies Corporation,New York Stock Exchange,Industrials,Industrial Products,Thomas W. Giacomini,cs
BTO,John Hancock Financial Opportunities Fund,New York Stock Exchange,Financial Services,Asset Management,,cs
HEQ,John Hancock Hedged Equity & Income Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,,cs
JHS,John Hancock Income Securities Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
JHI,John Hancock Investors Trust,New York Stock Exchange,Financial Services,Asset Management,,cs
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,New York Stock Exchange,Financial Services,Asset Management,,cs
HPI,John Hancock Preferred Income Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,,cs
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,New York Stock Exchange,Financial Services,Asset Management,,cs
PDT,John Hancock Premium Dividend Fund,New York Stock Exchange,Financial Services,Asset Management,,cs
HTD,John Hancock Tax Advantaged Dividend Income Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,,cs
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,,cs
JW.A,John Wiley & Sons Inc.,New York Stock Exchange,Consumer Cyclical,Publishing,Brian A. Napack,cs
JW.B,John Wiley & Sons Inc.,New York Stock Exchange,Consumer Cyclical,Publishing,Brian A. Napack,cs
JNJ,Johnson & Johnson,New York Stock Exchange,Healthcare,Drug Manufacturers,Alex Gorsky,cs
JCI,Johnson Controls International plc,New York Stock Exchange,Industrials,Engineering & Construction,George R. Oliver,cs
JONE,Jones Energy Inc. Class A,New York Stock Exchange,Energy,Oil & Gas - E&P,Jeffrey A. Tanner,cs
JLL,Jones Lang LaSalle Incorporated,New York Stock Exchange,Real Estate,Real Estate Services,Christian Ulbrich,cs
JMEI,Jumei International Holding Limited American Depositary Shares each representing one Class A,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Leo Ou Chen,cs
JNPR,Juniper Networks Inc.,New York Stock Exchange,Technology,Communication Equipment,Rami Rahim,cs
JP,Jupai Holdings Limited American Depositary Shares each representing six,New York Stock Exchange,Financial Services,Asset Management,Jianda Ni,cs
JE,Just Energy Group Inc. (Canada),New York Stock Exchange,Utilities,Utilities - Regulated,Patrick McCullough,cs
LRN,K12 Inc,New York Stock Exchange,Consumer Defensive,Education,Stuart Udell,cs
KAI,Kadant Inc,New York Stock Exchange,Industrials,Industrial Products,Jonathan W. Painter,cs
KDMN,Kadmon Holdings Inc.,New York Stock Exchange,Healthcare,Biotechnology,Harlan W. Waksal,cs
KAMN,Kaman Corporation,New York Stock Exchange,Industrials,Aerospace & Defense,Neal J. Keating,cs
KSU,Kansas City Southern,New York Stock Exchange,Industrials,Transportation & Logistics,Patrick J. Ottensmeyer,cs
KS,KapStone Paper and Packaging Corporation,New York Stock Exchange,Basic Materials,Forest Products,Matthew Kaplan,cs
KAR,KAR Auction Services Inc,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,James P. Hallett,cs
KED,Kayne Anderson Energy Development Company,New York Stock Exchange,Financial Services,Asset Management,Kevin S. Mccarthy,cs
KYE,Kayne Anderson Total Energy Return Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Kevin S. Mccarthy,cs
KMF,Kayne Anderson Midstream Energy Fund Inc,New York Stock Exchange,Financial Services,Asset Management,Kevin S. Mccarthy,cs
KYN,Kayne Anderson MLP Investment Company,New York Stock Exchange,Financial Services,Asset Management,Kevin S. Mccarthy,cs
KB,KB Financial Group Inc,New York Stock Exchange,Financial Services,Banks,Jong Kyoo Yoon,cs
KBH,KB Home,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Jeffrey T. Mezger,cs
KBR,KBR Inc.,New York Stock Exchange,Industrials,Engineering & Construction,Stuart J. B. Bradie,cs
KAP,KCAP Financial Inc. 7.375% Senior Notes due 2019,New York Stock Exchange,Financial Services,Asset Management,Dayl W. Pearson,
FRAC,Keane Group Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,James C. Stewart,cs
K,Kellogg Company,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Steven A. Cahillane,cs
KEM,KEMET Corporation,New York Stock Exchange,Technology,Computer Hardware,Per-Olof Loof,cs
KMPA,Kemper Corporation 7.375% Subordinated Debentures due 2054,New York Stock Exchange,,,,
KMPR,Kemper Corporation,New York Stock Exchange,Financial Services,Insurance,Joseph P. Lacher,cs
KMT,Kennametal Inc.,New York Stock Exchange,Industrials,Industrial Products,,cs
KW,Kennedy-Wilson Holdings Inc.,New York Stock Exchange,Real Estate,Real Estate Services,William McMorrow,cs
KEN,Kenon Holdings Ltd.,New York Stock Exchange,Utilities,Utilities - Regulated,Barak Cohen / Robert Rosen,cs
KEG,Key Energy Services Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,J. Marshall Dodson,cs
KEY,KeyCorp,New York Stock Exchange,Financial Services,Banks,Beth E. Mooney,cs
KEYS,Keysight Technologies Inc.,New York Stock Exchange,Technology,Computer Hardware,Ronald S. Nersesian,cs
KRC,Kilroy Realty Corporation,New York Stock Exchange,Real Estate,REITs,John B. Kilroy,cs
KRP,Kimbell Royalty Partners Representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - E&P,Robert D Ravnaas,cs
KMB,Kimberly-Clark Corporation,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Thomas J. Falk,cs
KIM,Kimco Realty Corporation,New York Stock Exchange,Real Estate,REITs,Conor C. Flynn,cs
KMI,Kinder Morgan Inc.,New York Stock Exchange,Energy,Oil & Gas - Midstream,Steven J. Kean,cs
KND,Kindred Healthcare Inc.,New York Stock Exchange,Healthcare,Health Care Providers,Benjamin A. Breier,cs
KFS,Kingsway Financial Services Inc.,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Larry G. Swets,cs
KGC,Kinross Gold Corporation,New York Stock Exchange,Basic Materials,Metals & Mining,J. Paul Rollinson,cs
KEX,Kirby Corporation,New York Stock Exchange,Industrials,Transportation & Logistics,David W. Grzebinski,cs
KL,Kirkland Lake Gold Ltd.,New York Stock Exchange,Basic Materials,Metals & Mining,Anthony Makuch,cs
KRG,Kite Realty Group Trust,New York Stock Exchange,Real Estate,REITs,John A. Kite,cs
KKR,KKR & Co. L.P. Representing Limited Partnership Interest,New York Stock Exchange,Financial Services,Asset Management,Henry R. Kravis / George R. Roberts,cs
KIO,KKR Income Opportunities Fund,New York Stock Exchange,Financial Services,Asset Management,,cs
KREF,KKR Real Estate Finance Trust Inc.,New York Stock Exchange,Financial Services,Banks,Christen E.J. Lee / Matthew A. Salem,cs
KMG,KMG Chemicals Inc.,New York Stock Exchange,Basic Materials,Chemicals,,cs
KNX,Knight-Swift Transportation Holdings Inc.,New York Stock Exchange,Industrials,Transportation & Logistics,David A. Jackson,cs
KNL,Knoll Inc.,New York Stock Exchange,Industrials,Industrial Products,Andrew B. Cogan,cs
KNOP,KNOT Offshore Partners LP representing Limited Partner Interests,New York Stock Exchange,Industrials,Transportation & Logistics,John Costain,cs
KN,Knowles Corporation,New York Stock Exchange,Technology,Communication Equipment,Jeffrey S. Niew,cs
KSS,Kohl's Corporation,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Michelle D. Gass,cs
PHG,Koninklijke Philips N.V. NY Registry Shares,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,Frans Van Van Houten,cs
KOP,Koppers Holdings Inc.,New York Stock Exchange,Basic Materials,Chemicals,Leroy M. Ball,cs
KEP,Korea Electric Power Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,JongKap Kim,cs
KF,Korea Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,Joseph Quirk,cs
KFY,Korn/Ferry International,New York Stock Exchange,Industrials,Employment Services,Gary D. Burnison,cs
KOS,Kosmos Energy Ltd.,New York Stock Exchange,Energy,Oil & Gas - E&P,Andrew G Inglis,cs
KRA,Kraton Corporation,New York Stock Exchange,Basic Materials,Chemicals,Kevin M. Fogarty,cs
KR,Kroger Company (The),New York Stock Exchange,Consumer Defensive,Retail - Defensive,W. Rodney Mcmullen,cs
KRO,Kronos Worldwide Inc,New York Stock Exchange,Basic Materials,Chemicals,Robert D. Graham,cs
KT,KT Corporation,New York Stock Exchange,Communication Services,Communication Services,Chang-Gyu Hwang,cs
LB,L Brands Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Leslie H. Wexner,cs
SCX,L.S. Starrett Company (The),New York Stock Exchange,Industrials,Industrial Products,,cs
LLL,L3 Technologies Inc.,New York Stock Exchange,Industrials,Aerospace & Defense,Christopher E. Kubasik,cs
LH,Laboratory Corporation of America Holdings,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,David P. King,cs
LADR,Ladder Capital Corp Class A,New York Stock Exchange,Real Estate,REITs,Brian Harris,cs
LW,Lamb Weston Holdings Inc.,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Thomas P. Werner,cs
LCI,Lannett Co Inc,New York Stock Exchange,Healthcare,Drug Manufacturers,Timothy Crew,cs
LPI,Laredo Petroleum Inc.,New York Stock Exchange,Energy,Oil & Gas - E&P,Randy A. Foutch,cs
LVS,Las Vegas Sands Corp.,New York Stock Exchange,Consumer Cyclical,Travel & Leisure,Sheldon Gary Adelson,cs
LHO,LaSalle Hotel Properties,New York Stock Exchange,Real Estate,REITs,Michael D. Barnello,cs
LTM,LATAM Airlines Group S.A.,New York Stock Exchange,Industrials,Airlines,Enrique Cueto Cueto Plaza,cs
LDF,Latin American Discovery Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,John H. Gernon,cs
LGI,Lazard Global Total Return and Income Fund,New York Stock Exchange,Financial Services,Asset Management,Nathan A. Paul,cs
LAZ,Lazard LTD. LTD. Class A,New York Stock Exchange,Financial Services,Brokers & Exchanges,Kenneth M. Jacobs,cs
LOR,Lazard World Dividend & Income Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Nathan A. Paul,cs
LZB,La-Z-Boy Incorporated,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,Kurt L. Darrow,cs
LCII,LCI Industries,New York Stock Exchange,Consumer Cyclical,Autos,Jason D. Lippert,cs
LFGR,Leaf Group Ltd.,New York Stock Exchange,Technology,Online Media,Sean P. Moriarty,cs
LEA,Lear Corporation,New York Stock Exchange,Consumer Cyclical,Autos,Raymond E. Scott,cs
LEE,Lee Enterprises Incorporated,New York Stock Exchange,Consumer Cyclical,Publishing,Kevin D. Mowbray,cs
LGC,Legacy Acquisition Corp. Class A par value $0.0001 per share,New York Stock Exchange,Industrials,Conglomerates,Edwin J. Rigaud,cs
LM,Legg Mason Inc.,New York Stock Exchange,Financial Services,Asset Management,Joseph A. Sullivan,cs
LMHA,Legg Mason Inc. 6.375% Junior Subordinated Notes due 2056,New York Stock Exchange,,,,
LMHB,Legg Mason Inc. 5.45% Junior Subordinated Notes due 2056,New York Stock Exchange,,,,
LEG,Leggett & Platt Incorporated,New York Stock Exchange,Consumer Cyclical,Manufacturing - Apparel & Furniture,Karl G. Glassman,cs
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,New York Stock Exchange,Industrials,Conglomerates,,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,New York Stock Exchange,,,,
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),New York Stock Exchange,,,,
KTP,Corts 7.625 Pfd,New York Stock Exchange,,,,
LDOS,Leidos Holdings Inc.,New York Stock Exchange,Technology,Application Software,Roger A. Krone,cs
LEJU,Leju Holdings Limited American Depositary Shares each representing one,New York Stock Exchange,Real Estate,Real Estate Services,Yinyu He,cs
LC,LendingClub Corporation,New York Stock Exchange,Financial Services,Credit Services,Scott C. Sanborn,cs
LEN,Lennar Corporation Class A,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Richard Beckwitt,cs
LEN.B,Lennar Corporation Class B,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Richard Beckwitt,cs
LII,Lennox International Inc.,New York Stock Exchange,Industrials,Industrial Products,Todd M. Bluedorn,cs
LHC,Leo Holdings Corp. Class A,New York Stock Exchange,Industrials,Conglomerates,Lyndon Lea,cs
LXP,Lexington Realty Trust,New York Stock Exchange,Real Estate,REITs,T. Wilson Eglin,cs
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,New York Stock Exchange,Technology,Computer Hardware,Sang Beom Han,cs
USA,Liberty All-Star Equity Fund,New York Stock Exchange,Financial Services,Asset Management,William R. Parmentier,cs
ASG,Liberty All-Star Growth Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,William R. Parmentier,cs
LBRT,Liberty Oilfield Services Inc. Class A,New York Stock Exchange,Energy,Oil & Gas - Services,Christopher A. Wright,cs
LPT,Liberty Property Trust,New York Stock Exchange,Real Estate,REITs,William P. Hankowsky,cs
LSI,Life Storage Inc.,New York Stock Exchange,Real Estate,REITs,David L. Rogers,cs
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Quji (Alan) Guo,cs
LNC,Lincoln National Corporation,New York Stock Exchange,Financial Services,Insurance - Life,Dennis R. Glass,cs
LNN,Lindsay Corporation,New York Stock Exchange,Industrials,Farm & Construction Machinery,,cs
LN,LINE Corporation American Depositary Shares (each representing one share of),New York Stock Exchange,Technology,Application Software,Takeshi Idezawa,cs
LKM,Link Motion Inc. American Depositary Shares each representing five Class A,New York Stock Exchange,Technology,Application Software,Zemin Xu,cs
LGF.A,Lions Gate Entertainment Corporation Class A,New York Stock Exchange,Consumer Cyclical,Entertainment,Jon Feltheimer,cs
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares,New York Stock Exchange,Consumer Cyclical,Entertainment,Jon Feltheimer,cs
LAD,Lithia Motors Inc.,New York Stock Exchange,Consumer Cyclical,Autos,Bryan B. Deboer,cs
LAC,Lithium Americas Corp.,New York Stock Exchange,Basic Materials,Metals & Mining,W. Thomas Hodgson,cs
LYV,Live Nation Entertainment Inc.,New York Stock Exchange,Consumer Cyclical,Entertainment,Michael Rapino,cs
LYG,Lloyds Banking Group Plc American Depositary Shares,New York Stock Exchange,Financial Services,Banks,Antonio Horta-Osorio,cs
SCD,LMP Capital and Income Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Jane E. Trust,cs
LMT,Lockheed Martin Corporation,New York Stock Exchange,Industrials,Aerospace & Defense,Marillyn A. Hewson,cs
L,Loews Corporation,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,James S. Tisch,cs
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,New York Stock Exchange,Basic Materials,Building Materials,Sergio Damian Faifman,cs
LPX,Louisiana-Pacific Corporation,New York Stock Exchange,Basic Materials,Building Materials,William Bradley Southern,cs
LOW,Lowe's Companies Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Robert A. Niblock,cs
LXU,LSB Industries Inc.,New York Stock Exchange,Basic Materials,Chemicals,Daniel D. Greenwell,cs
LKSD,LSC Communications Inc.,New York Stock Exchange,Industrials,Business Services,Thomas J. Quinlan,cs
LTC,LTC Properties Inc.,New York Stock Exchange,Real Estate,REITs,Wendy L. Simpson,cs
LUB,Luby's Inc.,New York Stock Exchange,Consumer Cyclical,Restaurants,,cs
LL,Lumber Liquidators Holdings Inc,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Dennis R. Knowles,cs
LXFR,Luxfer Holdings PLC,New York Stock Exchange,Industrials,Industrial Products,Alok Maskara,cs
LXFT,Luxoft Holding Inc. Class A,New York Stock Exchange,Technology,Application Software,Dmitry Loshchinin,cs
LDL,Lydall Inc.,New York Stock Exchange,Consumer Cyclical,Autos,Dale G. Barnhart,cs
WLH,Lyon William Homes (Class A),New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Matthew R. Zaist,cs
LYB,LyondellBasell Industries NV Class A (Netherlands),New York Stock Exchange,Basic Materials,Chemicals,,cs
MTB,M&T Bank Corporation,New York Stock Exchange,Financial Services,Banks,Rene F. Jones,cs
MDC,M.D.C. Holdings Inc.,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Larry A. Mizel,cs
MHO,M/I Homes Inc.,New York Stock Exchange,Consumer Cyclical,Homebuilding & Construction,Robert H. Schottenstein,cs
MAC,Macerich Company (The),New York Stock Exchange,Real Estate,REITs,Arthur M. Coppola,cs
CLI,Mack-Cali Realty Corporation,New York Stock Exchange,Real Estate,REITs,Michael J. DeMarco,cs
MFD,Macquarie First Trust Global,New York Stock Exchange,Financial Services,Asset Management,James M. Dykas,cs
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Brad Frishberg,cs
MIC,Macquarie Infrastructure Corporation,New York Stock Exchange,Industrials,Transportation & Logistics,Christopher Frost,cs
BMA,Banco Macro S.A. ADR (representing Ten Class B),New York Stock Exchange,Financial Services,Banks,Gustavo Alejandro Manriquez,cs
M,Macy's Inc,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Jeffrey Gennette,cs
MCN,Madison Covered Call & Equity Strategy Fund,New York Stock Exchange,Financial Services,Asset Management,Katherine L. Frank,cs
MSP,Madison Strategic Sector Premium Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,Katherine L. Frank,cs
MMP,Magellan Midstream Partners L.P. Limited Partnership,New York Stock Exchange,Energy,Oil & Gas - Midstream,Michael N. Mears,cs
MGA,Magna International Inc.,New York Stock Exchange,Consumer Cyclical,Autos,Donald J. Walker,cs
MX,MagnaChip Semiconductor Corporation,New York Stock Exchange,Technology,Semiconductors,Young-Joon Kim,cs
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,New York Stock Exchange,,,,
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,New York Stock Exchange,,,,
MAIN,Main Street Capital Corporation,New York Stock Exchange,Financial Services,Asset Management,Dwayne L. Hyzak,cs
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,New York Stock Exchange,Financial Services,Asset Management,Stephen P. Fisher,cs
MNK,Mallinckrodt plc,New York Stock Exchange,Healthcare,Drug Manufacturers,Mark C. Trudeau,cs
MZF,Managed Duration Investment Grade Municipal Fund,New York Stock Exchange,Financial Services,Asset Management,Clifford D. Corso,cs
MANU,Manchester United Ltd. Class A,New York Stock Exchange,Consumer Cyclical,Travel & Leisure,,cs
MTW,Manitowoc Company Inc. (The),New York Stock Exchange,Industrials,Farm & Construction Machinery,Barry L. Pennypacker,cs
MN,Manning & Napier Inc. Class A,New York Stock Exchange,Financial Services,Asset Management,Charles H. Stamey / Jeffrey S. Coons / Richard Goldberg,cs
MAN,ManpowerGroup,New York Stock Exchange,Industrials,Employment Services,Jonas Prising,cs
MFC,Manulife Financial Corporation,New York Stock Exchange,Financial Services,Insurance - Life,Rocco Gori,cs
MRO,Marathon Oil Corporation,New York Stock Exchange,Energy,Oil & Gas - E&P,Lee M. Tillman,cs
MPC,Marathon Petroleum Corporation,New York Stock Exchange,Energy,Oil & Gas - Refining & Marketing,Gary R. Heminger,cs
MMI,Marcus & Millichap Inc.,New York Stock Exchange,Real Estate,Real Estate Services,Hessam Nadji,cs
MCS,Marcus Corporation (The),New York Stock Exchange,Consumer Cyclical,Entertainment,Gregory S. Marcus,cs
MPX,Marine Products Corporation,New York Stock Exchange,Consumer Cyclical,Autos,Richard A. Hubbell,cs
HZO,MarineMax Inc. (FL),New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,,cs
MKL,Markel Corporation,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Richard R. Whitt / Thomas S. Gayner,cs
VAC,Marriot Vacations Worldwide Corporation,New York Stock Exchange,Consumer Cyclical,Travel & Leisure,Stephen P. Weisz,cs
MMC,Marsh & McLennan Companies Inc.,New York Stock Exchange,Financial Services,Brokers & Exchanges,Daniel S. Glaser,cs
MLM,Martin Marietta Materials Inc.,New York Stock Exchange,Basic Materials,Building Materials,C. Howard Nye,cs
MAS,Masco Corporation,New York Stock Exchange,Basic Materials,Building Materials,Keith J. Allman,cs
DOOR,Masonite International Corporation (Canada),New York Stock Exchange,Basic Materials,Building Materials,Frederick J. Lynch,cs
MTZ,MasTec Inc.,New York Stock Exchange,Industrials,Engineering & Construction,Jose R. Mas,cs
MA,Mastercard Incorporated,New York Stock Exchange,Financial Services,Credit Services,Ajay Banga,cs
MTDR,Matador Resources Company,New York Stock Exchange,Energy,Oil & Gas - E&P,Joseph Wm. Foran,cs
MTRN,Materion Corporation,New York Stock Exchange,Basic Materials,Metals & Mining,Jugal K. Vijayvargiya,cs
MATX,Matson Inc.,New York Stock Exchange,Industrials,Transportation & Logistics,Matthew J. Cox,cs
MLP,Maui Land & Pineapple Company Inc.,New York Stock Exchange,Real Estate,Real Estate Services,Warren H. Haruki,cs
MAXR,Maxar Technologies Ltd.,New York Stock Exchange,Technology,Communication Equipment,Howard L. Lance,cs
MMS,Maximus Inc.,New York Stock Exchange,Industrials,Business Services,Richard A. Montoni,cs
MXL,MaxLinear Inc.,New York Stock Exchange,Technology,Semiconductors,Kishore Seendripu,cs
MBI,MBIA Inc.,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,William C. Fallon,cs
MKC,McCormick & Company Incorporated,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Lawrence E. Kurzius,cs
MKC.V,McCormick & Company Incorporated,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Lawrence E. Kurzius,cs
MDR,McDermott International Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,David Dickson,cs
MCD,McDonald's Corporation,New York Stock Exchange,Consumer Cyclical,Restaurants,Stephen Easterbrook,cs
MUX,McEwen Mining Inc.,New York Stock Exchange,Basic Materials,Metals & Mining,Robert R. McEwen,cs
MCK,McKesson Corporation,New York Stock Exchange,Healthcare,Medical Distribution,John H. Hammergren,cs
MDU,MDU Resources Group Inc.,New York Stock Exchange,Basic Materials,Building Materials,David L. Goodin,cs
MTL,Mechel PAO American Depositary Shares (Each rep. 1),New York Stock Exchange,Basic Materials,Steel,Oleg V. Korzhov,cs
MRT,MedEquities Realty Trust Inc.,New York Stock Exchange,Real Estate,REITs,John W. McRoberts,cs
MPW,Medical Properties Trust Inc.,New York Stock Exchange,Real Estate,REITs,Edward K. Aldag,cs
MED,MEDIFAST INC,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Daniel R. Chard,cs
MCC,Medley Capital Corporation,New York Stock Exchange,Financial Services,Asset Management,Brook Taube,cs
MCV,Medley Capital Corporation 6.125% Senior Notes due 2023,New York Stock Exchange,Financial Services,Asset Management,Brook Taube,
